locus_tag	ftype	length_bp	gene	EC_number	COG	product
HPFNLEKH_02304	gene	714	ktrB			
HPFNLEKH_02304	CDS	714	ktrB		COG0168	Ktr system potassium uptake protein B
HPFNLEKH_02305	gene	696	ktrA			
HPFNLEKH_02305	CDS	696	ktrA		COG0569	Ktr system potassium uptake protein A
HPFNLEKH_02306	gene	1158	cpoB_4			
HPFNLEKH_02306	CDS	1158	cpoB_4			Cell division coordinator CpoB
HPFNLEKH_02307	gene	2625				
HPFNLEKH_02307	CDS	2625				hypothetical protein
HPFNLEKH_02308	gene	141	psaI			
HPFNLEKH_02308	CDS	141	psaI			Photosystem I reaction center subunit VIII
HPFNLEKH_02309	gene	153				
HPFNLEKH_02309	CDS	153				hypothetical protein
HPFNLEKH_02310	gene	366				
HPFNLEKH_02310	CDS	366				hypothetical protein
HPFNLEKH_02311	gene	471				
HPFNLEKH_02311	CDS	471				hypothetical protein
HPFNLEKH_02312	gene	1848	thrS			
HPFNLEKH_02312	CDS	1848	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
HPFNLEKH_02313	gene	318				
HPFNLEKH_02313	CDS	318				hypothetical protein
HPFNLEKH_02314	gene	648				
HPFNLEKH_02314	CDS	648				hypothetical protein
HPFNLEKH_02315	gene	1029	glk			
HPFNLEKH_02315	CDS	1029	glk	2.7.1.2	COG0837	Glucokinase
HPFNLEKH_02316	gene	198				
HPFNLEKH_02316	CDS	198				hypothetical protein
HPFNLEKH_02317	gene	297				
HPFNLEKH_02317	CDS	297				hypothetical protein
HPFNLEKH_02318	gene	2445	clpC_1			
HPFNLEKH_02318	CDS	2445	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
HPFNLEKH_02319	gene	363	radA			
HPFNLEKH_02319	CDS	363	radA	3.6.4.-	COG1066	DNA repair protein RadA
HPFNLEKH_02320	gene	801				
HPFNLEKH_02320	CDS	801				hypothetical protein
HPFNLEKH_02321	gene	894				
HPFNLEKH_02321	CDS	894				hypothetical protein
HPFNLEKH_02322	gene	726				
HPFNLEKH_02322	CDS	726				hypothetical protein
HPFNLEKH_02323	gene	2784	cpdA_2			
HPFNLEKH_02323	CDS	2784	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HPFNLEKH_02324	gene	594				
HPFNLEKH_02324	CDS	594				hypothetical protein
HPFNLEKH_02325	gene	387				
HPFNLEKH_02325	CDS	387				Streptavidin
HPFNLEKH_02326	gene	816	neo			
HPFNLEKH_02326	CDS	816	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
HPFNLEKH_02327	gene	987				
HPFNLEKH_02327	CDS	987				hypothetical protein
HPFNLEKH_02328	gene	708				
HPFNLEKH_02328	CDS	708				hypothetical protein
HPFNLEKH_02329	gene	741				
HPFNLEKH_02329	CDS	741				hypothetical protein
HPFNLEKH_02330	gene	1320	pyrC_2			
HPFNLEKH_02330	CDS	1320	pyrC_2	3.5.2.3	COG0044	Dihydroorotase
HPFNLEKH_02331	gene	648	sipT_1			
HPFNLEKH_02331	CDS	648	sipT_1	3.4.21.89	COG0681	Signal peptidase I T
HPFNLEKH_02332	gene	252				
HPFNLEKH_02332	CDS	252				hypothetical protein
HPFNLEKH_02333	gene	741				
HPFNLEKH_02333	CDS	741				hypothetical protein
HPFNLEKH_02334	gene	435				
HPFNLEKH_02334	CDS	435				hypothetical protein
HPFNLEKH_02335	gene	669				
HPFNLEKH_02335	CDS	669				hypothetical protein
HPFNLEKH_02336	gene	684	fabG_2			
HPFNLEKH_02336	CDS	684	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HPFNLEKH_02337	gene	2274	rcsC_25			
HPFNLEKH_02337	CDS	2274	rcsC_25	2.7.13.3		Sensor histidine kinase RcsC
HPFNLEKH_02338	gene	498				
HPFNLEKH_02338	CDS	498				hypothetical protein
HPFNLEKH_02339	gene	2421	susA_2			
HPFNLEKH_02339	CDS	2421	susA_2	2.4.1.13	COG0438	Sucrose synthase
HPFNLEKH_02340	gene	1383	COQ3_1			
HPFNLEKH_02340	CDS	1383	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HPFNLEKH_02341	gene	417				
HPFNLEKH_02341	CDS	417				hypothetical protein
HPFNLEKH_02342	gene	561				
HPFNLEKH_02342	CDS	561				hypothetical protein
HPFNLEKH_02343	gene	999				
HPFNLEKH_02343	CDS	999				hypothetical protein
HPFNLEKH_02344	gene	1359				
HPFNLEKH_02344	CDS	1359				hypothetical protein
HPFNLEKH_02345	gene	339				
HPFNLEKH_02345	CDS	339				hypothetical protein
HPFNLEKH_02346	gene	1191	mshA_7			
HPFNLEKH_02346	CDS	1191	mshA_7	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HPFNLEKH_02347	gene	1215	mshA_8			
HPFNLEKH_02347	CDS	1215	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HPFNLEKH_02348	gene	1692	ilvD			
HPFNLEKH_02348	CDS	1692	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
HPFNLEKH_02349	gene	591	sasA_13			
HPFNLEKH_02349	CDS	591	sasA_13	2.7.-.-		Adaptive-response sensory-kinase SasA
HPFNLEKH_02350	gene	294	fdxB			
HPFNLEKH_02350	CDS	294	fdxB		COG1145	Ferredoxin-3
HPFNLEKH_02351	gene	984				
HPFNLEKH_02351	CDS	984				hypothetical protein
HPFNLEKH_02352	gene	243				
HPFNLEKH_02352	CDS	243				hypothetical protein
HPFNLEKH_02353	gene	168				
HPFNLEKH_02353	CDS	168				hypothetical protein
HPFNLEKH_02354	gene	228				
HPFNLEKH_02354	CDS	228				hypothetical protein
HPFNLEKH_02355	gene	318				
HPFNLEKH_02355	CDS	318				hypothetical protein
HPFNLEKH_02356	gene	369				
HPFNLEKH_02356	CDS	369				hypothetical protein
HPFNLEKH_02357	gene	219				
HPFNLEKH_02357	CDS	219				hypothetical protein
HPFNLEKH_02358	gene	363				
HPFNLEKH_02358	CDS	363				hypothetical protein
HPFNLEKH_02359	gene	756				
HPFNLEKH_02359	CDS	756				hypothetical protein
HPFNLEKH_02360	gene	753	sphR			
HPFNLEKH_02360	CDS	753	sphR		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein SphR
HPFNLEKH_02361	gene	1305	sphS			
HPFNLEKH_02361	CDS	1305	sphS	2.7.13.3	COG0642	Sensor protein SphS
HPFNLEKH_02362	gene	669	phoU			
HPFNLEKH_02362	CDS	669	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
HPFNLEKH_02363	gene	1764	ribBA			
HPFNLEKH_02363	CDS	1764	ribBA	3.5.4.25		Riboflavin biosynthesis protein RibBA
HPFNLEKH_02364	gene	471	yafP_1			
HPFNLEKH_02364	CDS	471	yafP_1	2.3.1.-	COG0454	putative N-acetyltransferase YafP
HPFNLEKH_02365	gene	1230	ndbB			
HPFNLEKH_02365	CDS	1230	ndbB	1.6.5.12		Demethylphylloquinone reductase NdbB
HPFNLEKH_02366	gene	651	gph_2			
HPFNLEKH_02366	CDS	651	gph_2	3.1.3.18		Phosphoglycolate phosphatase
HPFNLEKH_02367	gene	723	kdpD_2			
HPFNLEKH_02367	CDS	723	kdpD_2	2.7.13.3	COG2205	Sensor protein KdpD
HPFNLEKH_02368	gene	645				
HPFNLEKH_02368	CDS	645				hypothetical protein
HPFNLEKH_02369	gene	1407				
HPFNLEKH_02369	CDS	1407				hypothetical protein
HPFNLEKH_02370	gene	699				
HPFNLEKH_02370	CDS	699				hypothetical protein
HPFNLEKH_02371	gene	267				
HPFNLEKH_02371	CDS	267				hypothetical protein
HPFNLEKH_02372	gene	2010				
HPFNLEKH_02372	CDS	2010				hypothetical protein
HPFNLEKH_02373	gene	237				
HPFNLEKH_02373	CDS	237				hypothetical protein
HPFNLEKH_02374	gene	531	miaA			
HPFNLEKH_02374	CDS	531	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
HPFNLEKH_02375	gene	729				
HPFNLEKH_02375	CDS	729				hypothetical protein
HPFNLEKH_02376	gene	1479				
HPFNLEKH_02376	CDS	1479		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
HPFNLEKH_02377	gene	1368	gcvP			
HPFNLEKH_02377	CDS	1368	gcvP	1.4.4.2		Glycine dehydrogenase (decarboxylating)
HPFNLEKH_02378	gene	1491				
HPFNLEKH_02378	CDS	1491				hypothetical protein
HPFNLEKH_02379	gene	378				
HPFNLEKH_02379	CDS	378				hypothetical protein
HPFNLEKH_02380	gene	237				
HPFNLEKH_02380	CDS	237				hypothetical protein
HPFNLEKH_02381	gene	2376				
HPFNLEKH_02381	CDS	2376				hypothetical protein
HPFNLEKH_02382	gene	687				
HPFNLEKH_02382	CDS	687				hypothetical protein
HPFNLEKH_02383	gene	90				
HPFNLEKH_02383	CDS	90				hypothetical protein
HPFNLEKH_02384	gene	1203				
HPFNLEKH_02384	CDS	1203				hypothetical protein
HPFNLEKH_02385	gene	309				
HPFNLEKH_02385	CDS	309				hypothetical protein
HPFNLEKH_02386	gene	762				
HPFNLEKH_02386	CDS	762				hypothetical protein
HPFNLEKH_02387	gene	201				
HPFNLEKH_02387	CDS	201				hypothetical protein
HPFNLEKH_02388	gene	606				
HPFNLEKH_02388	CDS	606				hypothetical protein
HPFNLEKH_02389	gene	744	walR_4			
HPFNLEKH_02389	CDS	744	walR_4		COG0745	Transcriptional regulatory protein WalR
HPFNLEKH_02390	gene	1062				
HPFNLEKH_02390	CDS	1062				hypothetical protein
HPFNLEKH_02391	gene	381				
HPFNLEKH_02391	CDS	381				hypothetical protein
HPFNLEKH_02392	gene	1566				
HPFNLEKH_02392	CDS	1566				hypothetical protein
HPFNLEKH_02393	gene	756				
HPFNLEKH_02393	CDS	756				hypothetical protein
HPFNLEKH_02394	gene	906				
HPFNLEKH_02394	CDS	906				hypothetical protein
HPFNLEKH_02395	gene	1107	btuD_7			
HPFNLEKH_02395	CDS	1107	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPFNLEKH_02396	gene	825	nucA_2			
HPFNLEKH_02396	CDS	825	nucA_2	3.1.30.-		Nuclease
HPFNLEKH_02397	gene	408				
HPFNLEKH_02397	CDS	408				hypothetical protein
HPFNLEKH_02398	gene	405				
HPFNLEKH_02398	CDS	405				hypothetical protein
HPFNLEKH_02399	gene	1188	desV_2			
HPFNLEKH_02399	CDS	1188	desV_2	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
HPFNLEKH_02400	gene	921				
HPFNLEKH_02400	CDS	921				hypothetical protein
HPFNLEKH_02401	gene	1998	uvrB_2			
HPFNLEKH_02401	CDS	1998	uvrB_2			UvrABC system protein B
HPFNLEKH_02402	gene	234				
HPFNLEKH_02402	CDS	234				hypothetical protein
HPFNLEKH_02403	gene	1077				
HPFNLEKH_02403	CDS	1077				hypothetical protein
HPFNLEKH_02404	gene	495				
HPFNLEKH_02404	CDS	495				hypothetical protein
HPFNLEKH_02405	gene	630				
HPFNLEKH_02405	CDS	630				hypothetical protein
HPFNLEKH_02406	gene	1059				
HPFNLEKH_02406	CDS	1059			COG3240	Thermolabile hemolysin
HPFNLEKH_02407	gene	1341				
HPFNLEKH_02407	CDS	1341				hypothetical protein
HPFNLEKH_02408	gene	246				
HPFNLEKH_02408	CDS	246				hypothetical protein
HPFNLEKH_02409	gene	450	psbU			
HPFNLEKH_02409	CDS	450	psbU			Photosystem II 12 kDa extrinsic protein
HPFNLEKH_02410	gene	1737	nadB			
HPFNLEKH_02410	CDS	1737	nadB	1.4.3.16	COG0029	L-aspartate oxidase
HPFNLEKH_02411	gene	477	coaX			
HPFNLEKH_02411	CDS	477	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
HPFNLEKH_02412	gene	825	fabL			
HPFNLEKH_02412	CDS	825	fabL	1.3.1.104		Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL
HPFNLEKH_02413	gene	828	menH_4			
HPFNLEKH_02413	CDS	828	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HPFNLEKH_02414	gene	495				
HPFNLEKH_02414	CDS	495				hypothetical protein
HPFNLEKH_02415	gene	693				
HPFNLEKH_02415	CDS	693				hypothetical protein
HPFNLEKH_02416	gene	852	lgt			
HPFNLEKH_02416	CDS	852	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HPFNLEKH_02417	gene	2643	alaS			
HPFNLEKH_02417	CDS	2643	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
HPFNLEKH_02418	gene	2037				
HPFNLEKH_02418	CDS	2037				hypothetical protein
HPFNLEKH_02419	gene	786	sigB			
HPFNLEKH_02419	CDS	786	sigB		COG1191	RNA polymerase sigma-B factor
HPFNLEKH_02420	gene	582				
HPFNLEKH_02420	CDS	582				hypothetical protein
HPFNLEKH_02421	gene	1035				
HPFNLEKH_02421	CDS	1035				hypothetical protein
HPFNLEKH_02422	gene	183				
HPFNLEKH_02422	CDS	183				hypothetical protein
HPFNLEKH_02423	gene	315				
HPFNLEKH_02423	CDS	315				Ferredoxin-1
HPFNLEKH_02424	gene	1845	aspS			
HPFNLEKH_02424	CDS	1845	aspS	6.1.1.12		Aspartate--tRNA ligase
HPFNLEKH_02425	gene	195				
HPFNLEKH_02425	CDS	195				hypothetical protein
HPFNLEKH_02426	gene	597				
HPFNLEKH_02426	CDS	597				hypothetical protein
HPFNLEKH_02427	gene	1620	ftsH_4			
HPFNLEKH_02427	CDS	1620	ftsH_4	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HPFNLEKH_02428	gene	561				
HPFNLEKH_02428	CDS	561				hypothetical protein
HPFNLEKH_02429	gene	555				
HPFNLEKH_02429	CDS	555				hypothetical protein
HPFNLEKH_02430	gene	2118	kinE			
HPFNLEKH_02430	CDS	2118	kinE	2.7.13.3	COG2202	Sporulation kinase E
HPFNLEKH_02431	gene	153				
HPFNLEKH_02431	CDS	153				hypothetical protein
HPFNLEKH_02432	gene	363				
HPFNLEKH_02432	CDS	363				hypothetical protein
HPFNLEKH_02433	gene	297				
HPFNLEKH_02433	CDS	297				hypothetical protein
HPFNLEKH_02434	gene	450				
HPFNLEKH_02434	CDS	450				hypothetical protein
HPFNLEKH_02435	gene	369	rlmCD			
HPFNLEKH_02435	CDS	369	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
HPFNLEKH_02436	gene	147				
HPFNLEKH_02436	CDS	147				hypothetical protein
HPFNLEKH_02437	gene	939				
HPFNLEKH_02437	CDS	939				hypothetical protein
HPFNLEKH_02438	gene	456				
HPFNLEKH_02438	CDS	456				hypothetical protein
HPFNLEKH_02439	gene	621	COQ5_6			
HPFNLEKH_02439	CDS	621	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
HPFNLEKH_02440	gene	393				
HPFNLEKH_02440	CDS	393				hypothetical protein
HPFNLEKH_02441	gene	717	yhhW			
HPFNLEKH_02441	CDS	717	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
HPFNLEKH_02442	gene	567	dps_1			
HPFNLEKH_02442	CDS	567	dps_1	1.16.-.-	COG0783	DNA protection during starvation protein
HPFNLEKH_02443	gene	714	norV_1			
HPFNLEKH_02443	CDS	714	norV_1			Anaerobic nitric oxide reductase flavorubredoxin
HPFNLEKH_02444	gene	1800				
HPFNLEKH_02444	CDS	1800		2.3.1.41	COG3321	Phenolphthiocerol synthesis polyketide synthase type I Pks15/1
HPFNLEKH_02445	gene	648				
HPFNLEKH_02445	CDS	648		3.1.3.5	COG0546	5'-nucleotidase
HPFNLEKH_02446	gene	192				
HPFNLEKH_02446	CDS	192				hypothetical protein
HPFNLEKH_02447	gene	738				
HPFNLEKH_02447	CDS	738				hypothetical protein
HPFNLEKH_02448	gene	384				
HPFNLEKH_02448	CDS	384				hypothetical protein
HPFNLEKH_02449	gene	1176				
HPFNLEKH_02449	CDS	1176				hypothetical protein
HPFNLEKH_02450	gene	186				
HPFNLEKH_02450	CDS	186				hypothetical protein
HPFNLEKH_02451	gene	2472	clpC_2			
HPFNLEKH_02451	CDS	2472	clpC_2		COG0542	Negative regulator of genetic competence ClpC/MecB
HPFNLEKH_02452	gene	240				
HPFNLEKH_02452	CDS	240				hypothetical protein
HPFNLEKH_02453	gene	231				
HPFNLEKH_02453	CDS	231				hypothetical protein
HPFNLEKH_02454	gene	414				
HPFNLEKH_02454	CDS	414				hypothetical protein
HPFNLEKH_02455	gene	213				
HPFNLEKH_02455	CDS	213				hypothetical protein
HPFNLEKH_02456	gene	768				
HPFNLEKH_02456	CDS	768				hypothetical protein
HPFNLEKH_02457	gene	600	pabA			
HPFNLEKH_02457	CDS	600	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
HPFNLEKH_02458	gene	456	dgkA			
HPFNLEKH_02458	CDS	456	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
HPFNLEKH_02459	gene	531	ybeY			
HPFNLEKH_02459	CDS	531	ybeY	3.1.-.-		Endoribonuclease YbeY
HPFNLEKH_02460	gene	972	hemC			
HPFNLEKH_02460	CDS	972	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
HPFNLEKH_02461	gene	393				
HPFNLEKH_02461	CDS	393				hypothetical protein
HPFNLEKH_02462	gene	972	bmrU			
HPFNLEKH_02462	CDS	972	bmrU	2.7.1.-	COG1597	Putative lipid kinase BmrU
HPFNLEKH_02463	gene	651				
HPFNLEKH_02463	CDS	651				hypothetical protein
HPFNLEKH_02464	gene	405				
HPFNLEKH_02464	CDS	405				hypothetical protein
HPFNLEKH_02465	gene	579				
HPFNLEKH_02465	CDS	579				hypothetical protein
HPFNLEKH_02466	gene	867	cphB_2			
HPFNLEKH_02466	CDS	867	cphB_2	3.4.15.6		Cyanophycinase
HPFNLEKH_02467	gene	963				
HPFNLEKH_02467	CDS	963				IS110 family transposase ISMae40
HPFNLEKH_02468	gene	963				
HPFNLEKH_02468	CDS	963				IS110 family transposase ISMae40
HPFNLEKH_02469	gene	1638				
HPFNLEKH_02469	CDS	1638				hypothetical protein
HPFNLEKH_02470	gene	951	cmpR_2			
HPFNLEKH_02470	CDS	951	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
HPFNLEKH_02471	gene	666				
HPFNLEKH_02471	CDS	666				hypothetical protein
HPFNLEKH_02472	gene	567	cpcS1			
HPFNLEKH_02472	CDS	567	cpcS1	4.-.-.-		Phycocyanobilin lyase CpcS 1
HPFNLEKH_02473	gene	729				
HPFNLEKH_02473	CDS	729				hypothetical protein
HPFNLEKH_02474	gene	504				
HPFNLEKH_02474	CDS	504				hypothetical protein
HPFNLEKH_02475	gene	1728				
HPFNLEKH_02475	CDS	1728				putative protein
HPFNLEKH_02476	gene	282				
HPFNLEKH_02476	CDS	282		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
HPFNLEKH_02477	gene	1842	ftsH3			
HPFNLEKH_02477	CDS	1842	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
HPFNLEKH_02478	gene	792				
HPFNLEKH_02478	CDS	792				hypothetical protein
HPFNLEKH_02479	gene	1491	smc_2			
HPFNLEKH_02479	CDS	1491	smc_2			Chromosome partition protein Smc
HPFNLEKH_02480	gene	672	ntcA			
HPFNLEKH_02480	CDS	672	ntcA			Global nitrogen regulator
HPFNLEKH_02481	gene	906	menA_2			
HPFNLEKH_02481	CDS	906	menA_2	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
HPFNLEKH_02482	gene	963	menC			
HPFNLEKH_02482	CDS	963	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
HPFNLEKH_02483	gene	930				
HPFNLEKH_02483	CDS	930				hypothetical protein
HPFNLEKH_02484	gene	1083	potD			
HPFNLEKH_02484	CDS	1083	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
HPFNLEKH_02485	gene	726	btuD_8			
HPFNLEKH_02485	CDS	726	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HPFNLEKH_02486	gene	510				
HPFNLEKH_02486	CDS	510				hypothetical protein
HPFNLEKH_02487	gene	1413				
HPFNLEKH_02487	CDS	1413				hypothetical protein
HPFNLEKH_02488	gene	705				
HPFNLEKH_02488	CDS	705				hypothetical protein
HPFNLEKH_02489	gene	345				
HPFNLEKH_02489	CDS	345				hypothetical protein
HPFNLEKH_02490	gene	2070				
HPFNLEKH_02490	CDS	2070				hypothetical protein
HPFNLEKH_02491	gene	1119				
HPFNLEKH_02491	CDS	1119				hypothetical protein
HPFNLEKH_02492	gene	453				
HPFNLEKH_02492	CDS	453				hypothetical protein
HPFNLEKH_02493	gene	780				
HPFNLEKH_02493	CDS	780				hypothetical protein
HPFNLEKH_02494	gene	330				
HPFNLEKH_02494	CDS	330				hypothetical protein
HPFNLEKH_02495	gene	762	pecE			
HPFNLEKH_02495	CDS	762	pecE			Bilin biosynthesis protein PecE
HPFNLEKH_02496	gene	837	pecC			
HPFNLEKH_02496	CDS	837	pecC			Phycobilisome 34.5 kDa linker polypeptide, phycoerythrocyanin-associated, rod
HPFNLEKH_02497	gene	489	pecA			
HPFNLEKH_02497	CDS	489	pecA			Phycoerythrocyanin alpha chain
HPFNLEKH_02498	gene	519	pecB			
HPFNLEKH_02498	CDS	519	pecB			Phycoerythrocyanin subunit beta
HPFNLEKH_02499	gene	567				
HPFNLEKH_02499	CDS	567				hypothetical protein
HPFNLEKH_02500	gene	924				
HPFNLEKH_02500	CDS	924				hypothetical protein
HPFNLEKH_02501	gene	1074				
HPFNLEKH_02501	CDS	1074				hypothetical protein
HPFNLEKH_02502	gene	2085	fusA_2			
HPFNLEKH_02502	CDS	2085	fusA_2		COG0480	Elongation factor G
HPFNLEKH_02503	gene	1293				
HPFNLEKH_02503	CDS	1293				hypothetical protein
HPFNLEKH_02504	gene	330	cbbS			
HPFNLEKH_02504	CDS	330	cbbS	4.1.1.39	COG4451	Ribulose bisphosphate carboxylase small chain
HPFNLEKH_02505	gene	399				
HPFNLEKH_02505	CDS	399				hypothetical protein
HPFNLEKH_02506	gene	1431	cbbL			
HPFNLEKH_02506	CDS	1431	cbbL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase large chain
HPFNLEKH_02507	gene	2631	acnB			
HPFNLEKH_02507	CDS	2631	acnB	4.2.1.3	COG1049	Aconitate hydratase B
HPFNLEKH_02508	gene	855				
HPFNLEKH_02508	CDS	855				hypothetical protein
HPFNLEKH_02509	gene	786				
HPFNLEKH_02509	CDS	786				hypothetical protein
HPFNLEKH_02510	gene	831				
HPFNLEKH_02510	CDS	831				hypothetical protein
HPFNLEKH_02511	gene	153				
HPFNLEKH_02511	CDS	153				hypothetical protein
HPFNLEKH_02512	gene	792				
HPFNLEKH_02512	CDS	792				hypothetical protein
HPFNLEKH_02513	gene	717				
HPFNLEKH_02513	CDS	717				hypothetical protein
HPFNLEKH_02514	gene	1356	murF			
HPFNLEKH_02514	CDS	1356	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
HPFNLEKH_02515	gene	546	aroK			
HPFNLEKH_02515	CDS	546	aroK	2.7.1.71	COG0703	Shikimate kinase
HPFNLEKH_02516	gene	1098	nadE			
HPFNLEKH_02516	CDS	1098	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
HPFNLEKH_02517	gene	903	lnrL_2			
HPFNLEKH_02517	CDS	903	lnrL_2	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
HPFNLEKH_02518	gene	654	ycf3_4			
HPFNLEKH_02518	CDS	654	ycf3_4			Photosystem I assembly protein Ycf3
HPFNLEKH_02519	gene	213				
HPFNLEKH_02519	CDS	213				hypothetical protein
HPFNLEKH_02520	gene	759	pmpR			
HPFNLEKH_02520	CDS	759	pmpR		COG0217	Transcriptional regulatory protein PmpR
HPFNLEKH_02521	gene	1386	ugpB			
HPFNLEKH_02521	CDS	1386	ugpB		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
HPFNLEKH_02522	gene	1689				
HPFNLEKH_02522	CDS	1689				hypothetical protein
HPFNLEKH_02523	gene	951	bcrA			
HPFNLEKH_02523	CDS	951	bcrA			Bacitracin transport ATP-binding protein BcrA
HPFNLEKH_02524	gene	2055				
HPFNLEKH_02524	CDS	2055				hypothetical protein
HPFNLEKH_02525	gene	432	hslO			
HPFNLEKH_02525	CDS	432	hslO			33 kDa chaperonin
HPFNLEKH_02526	gene	351				
HPFNLEKH_02526	CDS	351				hypothetical protein
HPFNLEKH_02527	gene	327	ureB1			
HPFNLEKH_02527	CDS	327	ureB1	3.5.1.5		Urease subunit beta 1
HPFNLEKH_02528	gene	303	ureA			
HPFNLEKH_02528	CDS	303	ureA	3.5.1.5		Urease subunit gamma
HPFNLEKH_02529	gene	840	ureD			
HPFNLEKH_02529	CDS	840	ureD			Urease accessory protein UreD
HPFNLEKH_02530	gene	243				
HPFNLEKH_02530	CDS	243				hypothetical protein
HPFNLEKH_02531	gene	228				
HPFNLEKH_02531	CDS	228				hypothetical protein
HPFNLEKH_02532	gene	1026	cph1_2			
HPFNLEKH_02532	CDS	1026	cph1_2	2.7.13.3		Phytochrome-like protein cph1
HPFNLEKH_02533	gene	441	rcp1_3			
HPFNLEKH_02533	CDS	441	rcp1_3			Response regulator rcp1
HPFNLEKH_02534	gene	234				
HPFNLEKH_02534	CDS	234				hypothetical protein
HPFNLEKH_02535	gene	912	cpdA_3			
HPFNLEKH_02535	CDS	912	cpdA_3	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
HPFNLEKH_02536	gene	885				
HPFNLEKH_02536	CDS	885				hypothetical protein
HPFNLEKH_02537	gene	1860	fdhL			
HPFNLEKH_02537	CDS	1860	fdhL	1.1.99.11		Fructose dehydrogenase large subunit
HPFNLEKH_02538	gene	318				
HPFNLEKH_02538	CDS	318				hypothetical protein
HPFNLEKH_02539	gene	360	ssb			
HPFNLEKH_02539	CDS	360	ssb			Single-stranded DNA-binding protein
HPFNLEKH_02540	gene	747				
HPFNLEKH_02540	CDS	747			COG2968	26 kDa periplasmic immunogenic protein
HPFNLEKH_02541	gene	510	apcD_1			
HPFNLEKH_02541	CDS	510	apcD_1			Phycobiliprotein beta chain
HPFNLEKH_02542	gene	1425	glnA			
HPFNLEKH_02542	CDS	1425	glnA	6.3.1.2	COG0174	Glutamine synthetase
HPFNLEKH_02543	gene	204				
HPFNLEKH_02543	CDS	204				hypothetical protein
HPFNLEKH_02544	gene	2580				
HPFNLEKH_02544	CDS	2580				hypothetical protein
HPFNLEKH_02545	gene	1665				
HPFNLEKH_02545	CDS	1665				hypothetical protein
HPFNLEKH_02546	gene	987				
HPFNLEKH_02546	CDS	987				hypothetical protein
HPFNLEKH_02547	gene	1479				
HPFNLEKH_02547	CDS	1479		3.5.2.-		D-hydantoinase
HPFNLEKH_02548	gene	801				
HPFNLEKH_02548	CDS	801				hypothetical protein
HPFNLEKH_02549	gene	1116	hemH_1			
HPFNLEKH_02549	CDS	1116	hemH_1	4.99.1.1		Ferrochelatase
HPFNLEKH_02550	gene	477				
HPFNLEKH_02550	CDS	477				hypothetical protein
HPFNLEKH_02551	gene	588				
HPFNLEKH_02551	CDS	588				hypothetical protein
HPFNLEKH_02552	gene	108	psbT			
HPFNLEKH_02552	CDS	108	psbT			Photosystem II reaction center protein T
HPFNLEKH_02553	gene	1530	psbB			
HPFNLEKH_02553	CDS	1530	psbB			Photosystem II CP47 reaction center protein
